user_id,country,age,session_duration,pages_viewed,click_through_rate,total_orders,avg_order_value,loyalty_score,conversion
U2029,US,19,422,17,0.67,13,99.99,2,0
U2030,Brazil,46,342,1,0.49,10,85.08,3,0
U2031,China,55,395,21,0.51,13,48.46,4,1
U2032,US,20,221,20,0.29,4,77.17,4,0
U2033,India,33,219,13,0.46,14,114.4,6,0
U2034,Germany,47,533,9,0.47,7,38.74,7,1
U2035,US,57,381,15,0.69,2,51.01,4,0
U2036,China,19,71,3,0.9,11,58.46,6,1
U2037,India,34,483,14,0.35,12,114.54,9,1
U2038,China,58,132,23,0.09,12,128.57,6,1
U2039,China,29,260,11,0.5,6,62.69,3,1
U2040,India,52,581,24,0.54,1,51.53,1,0
U2041,China,18,564,22,0.2,2,134.52,5,1
U2042,India,32,98,12,0.73,14,149.91,3,0
U2043,US,43,119,13,0.94,12,103.85,8,0
U2044,India,54,380,13,0.9,11,148.6,1,0
U2045,India,38,494,1,0.23,14,102.4,2,0
U2046,Germany,48,467,24,0.84,1,112.68,3,1
U2047,India,42,445,10,0.68,4,64.41,3,0
U2048,India,40,137,3,0.46,6,70.62,8,1
U2049,US,41,253,24,0.54,10,30.18,5,0
U2050,Germany,55,344,4,0.81,9,125.19,8,0
U2051,Brazil,45,586,16,0.48,10,140.35,6,1
U2052,US,38,583,8,0.39,10,97.28,2,0
U2053,US,35,215,16,0.49,10,58.11,4,0
U2054,Brazil,53,399,17,0.57,14,31.56,9,0
U2055,India,52,184,19,0.22,9,47.12,4,0
U2056,China,26,339,22,0.86,14,45.76,5,0
U2057,Germany,55,187,15,0.66,14,95.89,5,1
U2058,China,47,373,16,0.62,14,142.31,8,0
U2059,Brazil,51,391,15,0.14,12,16.76,6,0
U2060,US,49,209,2,0.59,13,10.14,7,0
U2061,US,20,513,11,0.16,0,94.03,6,1
U2062,Germany,20,95,1,0.12,12,49.77,5,1
U2063,US,45,479,15,0.52,9,133.28,5,1
U2064,US,32,81,19,0.41,8,55.82,3,0
U2065,Germany,58,265,4,0.58,0,50.56,7,1
U2066,Germany,40,415,11,0.13,0,47.73,5,1
U2067,Brazil,57,499,5,0.44,13,30.28,7,1
U2068,US,28,155,3,0.21,14,91.41,2,1
U2069,US,49,223,13,0.94,11,33.55,9,1
U2070,Brazil,53,207,10,0.56,9,69.45,8,0
U2071,India,50,589,11,0.67,7,74.54,5,1
U2072,India,41,353,18,0.34,5,12.87,2,1
U2073,India,56,254,2,0.14,5,12.35,6,0
U2074,Brazil,51,539,7,0.93,11,82.83,8,0
U2075,US,45,182,9,0.31,8,107.44,7,1
U2076,Brazil,54,459,10,0.43,14,141.9,8,0
U2077,Brazil,24,511,18,0.63,3,35.08,4,1
U2078,India,21,163,23,0.07,7,24.46,3,0
U2079,China,54,521,7,0.78,3,17.29,7,0
U2080,US,18,455,7,0.53,13,71.05,2,0
U2081,India,18,396,3,0.3,1,97.24,5,0
U2082,China,37,201,12,0.11,10,127.68,7,0
U2083,China,36,376,7,0.2,14,105.57,1,0
U2084,Germany,46,586,17,0.86,7,39.17,4,1
U2085,US,27,460,1,0.67,11,74.65,2,1
U2086,China,35,369,5,0.27,6,137.45,6,0
U2087,India,45,554,16,0.11,3,55.74,1,0
U2088,Germany,52,168,15,0.67,8,79.82,7,0
U2089,US,48,431,2,0.57,14,144.2,3,0
U2090,Brazil,44,265,9,0.41,8,112.86,1,0
U2091,India,28,102,7,0.38,7,114.68,8,0
U2092,China,55,304,4,0.25,13,45.33,7,0
U2093,China,22,346,20,0.65,0,68.06,2,0
U2094,India,25,414,18,0.92,6,21.53,7,0
U2095,China,51,535,21,0.21,4,94.91,3,1
U2096,Germany,29,142,4,0.59,6,24.52,9,0
U2097,US,55,169,13,0.43,11,127.03,8,1
U2098,Germany,18,249,1,0.45,8,124.04,5,1
U2099,China,48,310,24,0.28,1,84.7,7,1
U2100,Brazil,21,350,3,0.79,12,29.76,3,1
U2101,US,22,260,16,0.49,13,13.58,1,0
U2102,US,47,385,22,0.54,10,121.54,1,0
U2103,India,41,570,4,0.32,3,94.02,2,0
U2104,India,20,468,23,0.21,3,109.53,8,1
U2105,Brazil,28,567,16,0.13,1,52.53,1,1
U2106,US,21,131,19,0.69,2,81.33,5,1
U2107,Brazil,43,306,1,0.23,10,114.6,9,0
U2108,India,44,403,5,0.67,13,74.76,9,1
U2109,India,44,113,19,0.4,13,94.19,2,0
U2110,US,59,587,22,0.42,12,120.56,7,0
U2111,Germany,23,591,24,0.47,7,40.13,1,1
U2112,China,32,252,11,0.38,11,19.23,3,0
U2113,India,47,117,13,0.14,8,84.46,6,1
U2114,India,59,496,20,0.33,5,18.7,9,0
U2115,Germany,54,170,5,0.65,9,117.32,2,1
U2116,Germany,54,188,21,0.65,1,110.69,7,0
U2117,Brazil,59,385,4,0.31,1,133.44,4,1
U2118,Brazil,54,67,4,0.46,6,99.54,2,1
U2119,China,52,88,4,0.22,7,19.41,3,1
U2120,China,40,171,4,0.24,7,45.44,6,0
U2121,US,23,190,20,0.07,13,123.11,9,1
U2122,Brazil,21,247,21,0.86,5,33.4,8,0
U2123,India,35,534,18,0.24,9,107.79,9,0
U2124,Brazil,26,423,18,0.25,7,119.24,4,0
U2125,India,46,263,16,0.3,13,56.22,4,1
U2126,Germany,30,271,9,0.16,14,55.12,9,0
U2127,Brazil,34,335,18,0.63,0,88.09,8,1
U2128,Germany,49,132,22,0.12,8,130.58,2,1
U2129,China,39,302,2,0.17,12,41.35,8,0
U2130,China,21,161,21,0.63,11,141.78,1,1
U2131,US,22,230,4,0.36,0,93.88,9,0
U2132,Brazil,54,247,12,0.69,12,148.9,9,1
U2133,Germany,58,500,7,0.55,2,22.55,8,0
U2134,India,30,145,15,0.28,11,27.72,5,0
U2135,China,51,535,7,0.64,8,125.73,5,0
U2136,China,39,111,22,0.15,14,131.07,3,0
U2137,India,40,170,21,0.53,10,72.36,5,0
U2138,Germany,20,102,17,0.44,4,109.97,4,0
U2139,Germany,59,270,16,0.29,8,131.46,1,0
U2140,Brazil,51,259,19,0.59,8,16.04,9,0
U2141,Brazil,49,85,9,0.83,5,90.35,4,0
U2142,US,38,358,14,0.95,10,129.49,3,1
U2143,China,38,136,17,0.6,0,65.74,6,0
U2144,Brazil,28,196,5,0.41,9,52.33,1,1
U2145,Germany,56,79,2,0.25,6,121.4,5,1
U2146,India,21,499,20,0.28,13,57.01,7,1
U2147,Germany,18,270,16,0.48,5,10.44,2,1
U2148,China,45,494,14,0.38,8,144.34,9,0
U2149,Germany,41,266,14,0.87,6,92.9,6,1
U2150,US,52,498,1,0.38,13,124.73,2,0
U2151,China,30,101,3,0.39,11,125.54,8,1
U2152,India,51,470,7,0.4,10,19.3,8,1
U2153,US,28,582,15,0.8,11,33.92,1,0
U2154,China,53,486,19,0.64,12,53.56,1,1
U2155,India,34,334,20,0.6,3,54.9,1,0
U2156,US,52,507,2,0.35,6,102.23,4,0
U2157,US,35,428,19,0.79,1,97.24,4,0
U2158,China,57,279,9,0.08,5,79.24,8,1
U2159,Brazil,39,291,19,0.83,14,39.58,1,1
U2160,US,41,387,5,0.51,5,63.48,3,1
U2161,US,36,502,18,0.41,1,86.1,1,0
U2162,India,54,111,16,0.5,13,75.52,9,0
U2163,Germany,56,435,4,0.65,3,27.82,9,1
U2164,China,38,322,12,0.06,7,100.93,7,0
U2165,China,25,326,7,0.83,7,20.23,8,1
U2166,Brazil,45,418,14,0.45,12,62.95,1,0
U2167,Brazil,22,376,23,0.36,7,109.4,5,0
U2168,China,34,383,12,0.17,7,12.8,2,0
U2169,Brazil,54,480,3,0.45,0,89.8,1,1
U2170,India,53,105,5,0.5,1,56.83,3,0
U2171,China,36,328,17,0.41,11,11.24,7,0
U2172,Brazil,44,440,10,0.66,14,36.65,1,0
U2173,China,51,177,10,0.43,3,141.73,2,0
U2174,Germany,28,175,11,0.92,11,82.96,2,0
U2175,US,29,319,17,0.59,8,149.61,4,0
U2176,China,38,134,5,0.78,2,83.47,3,1
U2177,US,28,539,13,0.15,13,86.15,3,0
U2178,Brazil,56,364,10,0.41,5,64.86,5,1
U2179,US,45,66,9,0.35,6,53.41,3,1
U2180,China,22,425,17,0.56,7,45.22,7,0
U2181,Germany,34,582,1,0.83,12,58.08,5,0
U2182,Brazil,37,407,4,0.12,6,74.38,4,1
U2183,China,58,497,4,0.12,2,36.88,3,0
U2184,Brazil,29,274,18,0.82,5,41.48,4,0
U2185,India,23,488,9,0.24,4,48.02,2,0
U2186,US,34,557,18,0.65,14,72.9,1,1
U2187,India,36,599,14,0.54,12,101.39,3,1
U2188,China,43,426,15,0.8,11,129.86,2,1
U2189,Germany,49,372,6,0.16,9,50.2,1,1
U2190,Brazil,23,597,24,0.17,3,35.72,1,0
U2191,US,53,113,10,0.55,0,63.04,2,0
U2192,Brazil,55,526,15,0.9,13,135.21,9,0
U2193,China,28,223,4,0.42,12,11.38,5,0
U2194,Brazil,50,393,18,0.34,6,104.9,9,0
U2195,US,41,407,18,0.6,7,76.8,8,0
U2196,China,40,332,17,0.89,1,32.55,6,0
U2197,Brazil,32,473,12,0.8,6,54.94,1,0
U2198,Germany,44,559,7,0.95,5,41.49,5,0
U2199,China,28,152,16,0.07,4,132.9,1,1
U2200,China,34,138,11,0.15,12,77.46,7,1
U2201,Germany,31,276,14,0.6,3,88.83,8,1
U2202,India,44,417,3,0.79,1,93.12,8,0
U2203,US,35,566,19,0.31,9,99.55,7,0
U2204,India,45,240,18,0.27,5,79.38,2,0
U2205,Brazil,21,305,10,0.76,4,12.5,5,0
U2206,Germany,24,303,6,0.1,1,56.86,4,0
U2207,India,52,565,13,0.38,9,35.74,5,1
U2208,China,26,481,10,0.51,6,105.22,9,1
U2209,Brazil,25,379,18,0.55,5,17.94,4,0
U2210,Brazil,34,146,20,0.71,11,88.93,8,0
U2211,India,34,276,16,0.37,14,39.49,8,0
U2212,India,50,549,6,0.6,14,142.84,2,0
U2213,Germany,49,578,13,0.58,10,56.98,6,0
U2214,US,25,337,4,0.54,8,55.53,5,0
U2215,India,36,228,23,0.63,10,139.27,2,0
U2216,India,55,389,14,0.28,9,68.43,4,0
U2217,China,20,500,1,0.13,4,144.8,7,0
U2218,Brazil,22,450,20,0.16,8,13.38,1,0
U2219,US,30,555,5,0.25,8,52.89,9,0
U2220,China,48,440,8,0.5,12,103.27,1,1
U2221,Germany,33,365,12,0.81,0,134.72,5,0
U2222,Germany,49,572,2,0.68,4,45.9,7,1
U2223,India,39,247,12,0.76,8,140.27,8,1
U2224,India,46,575,5,0.37,6,93.18,2,1
U2225,Germany,39,486,22,0.41,5,122.14,4,1
U2226,India,20,561,5,0.4,5,65.61,2,1
U2227,US,27,319,13,0.22,10,39.71,4,1
U2228,India,59,572,9,0.11,6,137.57,6,0
U2229,Brazil,38,130,10,0.58,0,140.64,6,0
U2230,India,33,537,1,0.94,3,79.66,2,1
U2231,China,29,237,3,0.2,12,10.91,4,1
U2232,US,19,516,18,0.09,14,25.37,4,1
U2233,China,58,248,12,0.75,0,90.22,1,1
U2234,China,41,350,3,0.28,5,13.33,2,1
U2235,Brazil,52,579,9,0.8,13,65.57,3,1
U2236,US,47,351,2,0.68,12,52.47,5,1
U2237,US,47,342,3,0.9,3,110.01,8,1
U2238,US,52,436,14,0.42,0,17.78,6,1
U2239,US,36,215,4,0.65,8,78.42,3,1
U2240,US,25,567,19,0.47,11,91.08,6,1
U2241,Brazil,43,472,13,0.62,3,96.42,7,1
U2242,India,57,587,7,0.45,11,66.72,6,0
U2243,China,24,414,12,0.22,5,52.61,6,0
U2244,US,47,246,3,0.51,12,105.55,1,1
U2245,India,24,90,23,0.53,6,128.66,3,1
U2246,India,20,319,23,0.78,7,107.11,7,0
U2247,China,18,480,9,0.71,11,140.49,4,0
U2248,Brazil,53,588,2,0.65,12,110.42,4,1
U2249,Germany,42,363,22,0.15,10,117.05,7,1
U2250,Germany,54,98,9,0.7,8,33.51,9,1
U2251,India,18,548,12,0.5,8,68.74,2,1
U2252,China,32,337,12,0.85,7,77.91,9,0
U2253,Germany,54,262,15,0.88,9,45.88,3,0
U2254,India,30,125,2,0.1,10,84.0,6,0
U2255,Brazil,57,167,18,0.79,14,50.71,4,1
U2256,Germany,25,327,13,0.08,11,106.25,1,0
U2257,India,22,281,14,0.38,11,75.84,9,1
U2258,India,26,589,5,0.54,14,74.23,6,0
U2259,US,18,149,10,0.18,13,147.71,8,1
U2260,Brazil,53,314,12,0.72,2,64.94,2,1
U2261,US,52,514,10,0.06,11,60.72,7,0
U2262,China,19,312,24,0.2,1,54.6,6,1
U2263,US,57,316,11,0.57,4,135.26,2,0
U2264,US,40,442,2,0.69,0,79.54,2,0
U2265,Germany,26,501,5,0.87,2,94.0,4,0
U2266,India,51,149,7,0.68,0,35.31,4,0
U2267,Brazil,31,449,6,0.65,12,85.73,3,1
U2268,US,21,103,22,0.4,2,48.45,8,0
U2269,Brazil,47,78,23,0.05,12,112.29,7,0
U2270,US,48,160,3,0.16,3,126.55,2,0
U2271,China,55,416,13,0.53,6,110.07,3,1
U2272,US,28,92,3,0.66,11,112.23,9,1
U2273,Germany,52,288,24,0.43,14,81.75,5,0
U2274,India,25,583,21,0.71,11,109.7,2,0
U2275,China,20,214,6,0.52,4,69.18,3,1
U2276,US,31,482,11,0.12,4,101.21,8,1
U2277,Brazil,30,305,17,0.22,12,46.27,4,0
U2278,China,49,464,10,0.81,0,19.77,2,1
U2279,China,51,220,12,0.7,7,67.89,2,1
U2280,US,36,176,17,0.86,12,74.65,6,1
U2281,China,55,330,4,0.16,3,45.9,8,1
U2282,Brazil,33,546,2,0.94,9,111.88,7,1
U2283,China,19,231,11,0.24,4,20.3,4,0
U2284,Brazil,57,333,7,0.06,1,41.18,2,1
U2285,US,34,318,2,0.95,14,114.8,9,0
U2286,India,51,194,18,0.3,11,71.2,4,1
U2287,China,59,481,21,0.65,12,108.74,9,0
U2288,India,33,480,4,0.21,0,89.45,5,0
U2289,Brazil,55,245,8,0.57,8,143.1,7,1
U2290,China,19,423,20,0.86,14,93.69,5,1
U2291,Germany,19,437,14,0.34,1,12.08,2,0
U2292,India,43,582,12,0.65,5,59.4,6,0
U2293,China,30,255,22,0.22,0,30.03,7,0
U2294,India,48,157,21,0.61,0,139.45,6,1
U2295,China,51,81,18,0.35,8,24.56,3,1
U2296,US,56,509,11,0.24,3,64.28,8,0
U2297,India,20,231,8,0.33,8,41.65,3,1
U2298,Germany,25,442,2,0.21,10,128.54,5,1
U2299,Germany,40,193,15,0.86,4,53.2,9,0
U2300,Brazil,31,485,9,0.41,6,148.87,5,1
U2301,China,44,84,19,0.27,0,15.41,7,0
U2302,India,46,562,20,0.45,5,27.96,7,1
U2303,Brazil,56,244,8,0.34,7,41.45,5,0
U2304,India,56,144,19,0.72,13,123.55,2,0
U2305,China,18,203,5,0.92,0,132.99,5,0
U2306,Germany,34,471,11,0.44,8,20.0,7,0
U2307,US,58,283,15,0.82,2,14.54,7,1
U2308,Germany,47,279,8,0.56,0,114.24,4,0
U2309,Brazil,30,238,19,0.19,0,28.67,1,0
U2310,US,38,492,23,0.67,12,28.62,6,1
U2311,Brazil,36,324,8,0.51,13,13.13,3,0
U2312,China,36,488,19,0.64,10,16.97,5,0
U2313,US,42,475,18,0.85,5,46.91,4,1
U2314,Brazil,39,512,10,0.45,10,19.1,2,1
U2315,China,48,256,7,0.86,5,61.64,7,0
U2316,Germany,34,112,9,0.73,0,126.59,5,0
U2317,China,40,539,1,0.49,13,55.68,7,1
U2318,India,49,502,19,0.59,13,111.9,9,0
U2319,China,27,389,5,0.34,2,23.15,4,0
U2320,China,27,310,19,0.94,6,102.31,5,0
U2321,India,53,182,1,0.65,9,54.34,9,0
U2322,Brazil,25,446,15,0.09,2,114.97,4,1
U2323,Brazil,37,398,16,0.34,2,29.08,5,1
U2324,China,49,407,23,0.61,2,135.7,5,1
U2325,India,31,88,7,0.1,11,43.96,8,1
U2326,India,45,94,12,0.07,6,59.44,4,0
U2327,Germany,41,577,8,0.46,3,143.03,4,0
U2328,Brazil,32,455,5,0.35,3,90.99,7,1
U2329,US,39,353,10,0.44,2,61.21,5,0
U2330,Brazil,47,408,21,0.29,9,142.94,6,0
U2331,Brazil,21,206,5,0.2,10,56.07,6,1
U2332,Germany,30,126,17,0.67,8,23.28,6,0
U2333,US,40,579,5,0.51,1,149.56,5,0
U2334,Germany,25,181,22,0.23,3,47.5,5,1
U2335,US,35,399,15,0.34,7,129.18,9,1
U2336,China,29,234,13,0.58,5,33.18,8,0
U2337,US,48,510,1,0.12,13,112.39,4,1
U2338,Germany,31,195,11,0.18,6,83.42,7,0
U2339,Brazil,51,75,23,0.12,12,147.33,8,1
U2340,US,35,392,1,0.78,6,87.4,9,1
U2341,US,51,254,11,0.73,1,13.5,5,1
U2342,India,28,555,18,0.73,3,94.54,3,0
U2343,Brazil,58,68,18,0.69,9,30.34,4,0
U2344,China,29,393,21,0.65,9,121.8,6,0
U2345,Germany,32,392,16,0.48,5,129.92,5,1
U2346,China,48,386,13,0.63,2,77.49,9,0
U2347,Brazil,46,74,7,0.08,8,119.65,3,0
U2348,US,43,285,1,0.61,12,30.32,2,0
U2349,US,35,484,16,0.75,3,78.89,6,0
U2350,Brazil,49,467,1,0.5,9,65.15,7,0
U2351,US,39,172,17,0.37,12,95.58,5,1
U2352,US,55,487,6,0.3,1,16.23,1,0
U2353,US,34,60,2,0.63,5,115.3,3,0
U2354,Germany,40,325,17,0.67,0,21.08,3,1
U2355,Germany,41,550,6,0.83,5,101.91,4,1
U2356,India,25,267,14,0.36,12,12.58,6,0
U2357,China,58,428,18,0.74,11,126.46,5,0
U2358,Brazil,23,365,6,0.56,9,34.46,1,1
U2359,Brazil,22,71,10,0.84,0,82.17,6,0
U2360,Brazil,46,404,24,0.53,13,46.61,9,1
U2361,India,45,524,18,0.52,7,111.17,1,0
U2362,Germany,28,553,9,0.57,4,54.99,8,0
U2363,India,18,427,8,0.72,5,111.45,8,0
U2364,Brazil,36,479,10,0.92,1,49.88,3,1
U2365,China,26,230,17,0.12,1,115.35,9,1
U2366,US,44,193,23,0.1,11,14.28,8,0
U2367,Germany,51,486,6,0.89,8,49.66,3,0
U2368,Germany,21,84,14,0.53,2,79.81,5,0
U2369,India,53,589,22,0.6,5,16.31,3,0
U2370,Germany,35,249,22,0.48,9,36.04,5,1
U2371,Brazil,32,200,6,0.13,4,140.84,9,0
U2372,Brazil,30,374,7,0.74,13,146.76,4,1
U2373,India,36,503,12,0.72,11,113.56,6,1
U2374,Brazil,23,378,3,0.33,3,45.31,3,1
U2375,China,29,500,14,0.33,9,46.47,3,1
U2376,India,54,151,22,0.8,1,100.41,5,0
U2377,China,34,238,19,0.12,7,26.46,8,0
U2378,US,40,115,23,0.84,9,142.76,8,0
U2379,China,43,214,16,0.28,6,41.47,3,0
U2380,US,46,170,7,0.58,10,149.95,8,1
U2381,US,50,196,8,0.89,1,79.4,8,0
U2382,China,44,291,18,0.66,5,118.0,3,1
U2383,India,42,527,13,0.42,13,10.31,2,0
U2384,Brazil,27,540,21,0.67,7,134.42,2,1
U2385,Brazil,40,127,9,0.36,6,47.8,9,1
U2386,US,38,308,10,0.3,14,103.51,7,1
U2387,US,38,382,21,0.95,0,122.89,6,0
U2388,India,30,577,23,0.73,4,32.98,7,0
U2389,Germany,54,491,9,0.63,1,71.95,8,0
U2390,China,50,546,15,0.37,5,79.14,1,0
U2391,US,41,488,20,0.09,6,53.7,8,0
U2392,Brazil,28,328,2,0.08,13,77.45,3,1
U2393,India,34,596,13,0.55,13,54.46,3,0
U2394,China,21,207,2,0.74,6,60.5,6,0
U2395,India,42,177,19,0.53,2,103.71,4,1
U2396,China,47,426,2,0.81,6,98.56,4,0
U2397,China,26,125,3,0.08,14,42.52,4,0
U2398,US,38,429,6,0.38,4,135.65,9,1
U2399,India,37,234,3,0.26,7,130.79,8,0
U2400,India,36,554,10,0.45,14,81.27,3,1
U2401,Brazil,36,173,24,0.12,11,70.66,1,0
U2402,Brazil,29,170,6,0.91,7,62.76,1,1
U2403,US,54,498,23,0.25,6,109.02,1,0
U2404,US,59,206,16,0.88,5,104.03,4,0
U2405,Germany,34,94,17,0.43,1,37.47,6,0
U2406,Brazil,54,368,19,0.94,5,104.0,4,0
U2407,China,56,597,3,0.55,12,45.34,3,0
U2408,India,45,73,18,0.89,11,12.6,8,0
U2409,US,58,433,7,0.05,14,107.89,8,0
U2410,India,52,487,9,0.72,10,100.27,6,0
U2411,India,35,292,20,0.86,8,67.51,9,0
U2412,Germany,31,499,12,0.18,14,83.6,1,1
U2413,Brazil,52,561,5,0.14,1,142.6,8,1
U2414,US,58,334,3,0.43,0,93.33,6,0
U2415,India,24,135,11,0.89,10,102.1,1,0
U2416,US,58,498,4,0.54,12,18.95,4,1
U2417,China,30,348,5,0.52,4,33.24,5,1
U2418,Germany,35,599,1,0.18,10,52.13,7,0
U2419,China,54,312,18,0.05,5,85.51,8,0
U2420,US,30,185,12,0.78,2,118.72,9,0
U2421,US,53,236,13,0.13,7,54.97,6,0
U2422,Brazil,48,96,9,0.62,6,59.89,9,1
U2423,India,19,469,2,0.87,1,45.86,4,0
U2424,India,33,186,5,0.24,11,45.65,8,1
U2425,China,26,542,13,0.65,6,142.84,3,0
U2426,Germany,26,227,16,0.12,14,98.96,4,0
U2427,India,55,353,16,0.59,14,31.83,4,1
U2428,Brazil,28,402,24,0.2,0,111.11,6,0
U2429,China,39,369,3,0.71,8,111.08,9,0
U2430,China,50,587,22,0.32,12,103.31,6,1
U2431,Brazil,53,599,4,0.47,6,28.86,1,1
U2432,Germany,40,478,11,0.59,5,67.12,5,1
U2433,Brazil,51,503,23,0.2,12,24.95,9,0
U2434,Germany,26,295,14,0.72,1,124.33,5,0
U2435,Brazil,41,498,3,0.32,2,101.72,6,1
U2436,Brazil,25,273,16,0.65,0,81.01,3,1
U2437,US,24,144,22,0.19,14,58.02,8,1
U2438,China,53,144,15,0.67,9,35.79,4,0
U2439,Brazil,35,548,10,0.17,12,24.9,4,0
U2440,Brazil,20,124,9,0.43,4,145.69,5,1
U2441,India,45,123,11,0.27,8,37.95,9,0
U2442,China,23,402,16,0.72,12,18.38,8,0
U2443,India,38,411,10,0.29,5,144.63,7,0
U2444,China,45,217,17,0.84,4,86.85,5,0
U2445,India,57,550,19,0.85,11,121.53,9,0
U2446,Brazil,18,522,2,0.23,2,16.13,9,0
U2447,Brazil,53,284,24,0.6,4,89.37,2,0
U2448,US,38,372,23,0.13,7,65.75,4,1
U2449,India,52,525,2,0.4,11,118.08,8,0
U2450,Germany,30,147,6,0.69,1,15.38,1,1
U2451,US,27,362,19,0.64,4,66.24,5,0
U2452,India,27,494,8,0.61,5,121.87,8,1
U2453,India,30,194,3,0.3,9,83.18,2,0
U2454,US,54,109,14,0.39,7,87.01,2,1
U2455,Brazil,55,491,16,0.14,7,23.6,8,1
U2456,India,41,399,1,0.7,14,28.53,9,1
U2457,Brazil,19,406,21,0.5,4,104.78,7,1
U2458,US,39,406,3,0.69,8,104.51,8,0
U2459,Brazil,34,304,22,0.27,3,147.07,5,1
U2460,China,53,168,18,0.34,11,109.67,1,1
U2461,Germany,31,592,9,0.35,8,79.05,4,1
U2462,India,27,149,6,0.07,10,130.03,2,0
U2463,Germany,52,355,23,0.36,6,24.63,3,1
U2464,Brazil,42,171,21,0.77,5,72.9,3,0
U2465,India,20,236,1,0.86,3,50.2,9,0
U2466,Brazil,55,402,21,0.52,1,24.65,4,0
U2467,China,34,160,10,0.46,7,116.89,2,0
U2468,US,29,460,6,0.08,5,81.51,3,1
U2469,India,41,87,23,0.84,11,87.95,3,1
U2470,China,46,596,12,0.06,14,67.58,7,1
U2471,China,42,117,4,0.9,2,74.45,8,1
U2472,India,53,557,13,0.49,6,26.24,6,0
U2473,Brazil,43,356,17,0.36,9,104.21,4,1
U2474,China,55,193,8,0.88,6,70.54,6,0
U2475,Germany,18,390,20,0.07,5,124.35,1,1
U2476,China,37,308,3,0.57,1,37.48,8,1
U2477,Brazil,45,134,12,0.54,7,38.71,1,1
U2478,Brazil,33,227,7,0.25,0,100.41,5,0
U2479,Germany,34,562,12,0.44,12,128.44,2,1
U2480,China,57,414,2,0.64,0,76.11,6,0
U2481,Brazil,45,284,24,0.7,5,111.77,9,0
U2482,India,29,590,14,0.05,4,149.91,5,1
U2483,US,44,205,22,0.89,8,148.64,4,0
U2484,US,59,300,23,0.2,12,114.21,2,1
U2485,US,47,403,5,0.26,11,113.54,3,0
U2486,China,58,94,9,0.29,6,44.67,6,0
U2487,Germany,51,60,21,0.08,1,126.7,8,1
U2488,Brazil,54,212,11,0.16,12,66.71,8,0
U2489,India,23,488,5,0.94,11,144.68,5,0
U2490,India,24,567,3,0.33,6,21.4,5,0
U2491,China,49,185,17,0.15,14,71.02,3,0
U2492,US,49,550,2,0.15,2,87.82,7,1
U2493,China,42,541,24,0.7,0,66.72,6,0
U2494,Germany,50,404,1,0.82,10,39.48,1,1
U2495,Germany,24,280,7,0.28,7,93.02,4,1
U2496,Brazil,29,84,14,0.07,13,115.83,6,0
U2497,Brazil,33,587,5,0.25,11,100.28,6,1
U2498,Germany,33,241,19,0.1,2,42.82,3,1
U2499,Germany,53,558,11,0.14,10,112.43,6,0
U2500,Germany,30,101,23,0.44,7,45.97,6,0
U2501,China,24,540,2,0.26,6,34.53,9,0
U2502,Germany,53,498,8,0.51,11,106.69,9,1
U2503,India,26,461,9,0.28,14,127.99,2,1
U2504,US,49,404,3,0.9,1,77.42,4,0
U2505,Germany,28,104,2,0.87,12,84.39,9,1
U2506,US,25,80,7,0.56,13,52.38,4,1
U2507,China,50,129,5,0.37,13,79.25,8,1
U2508,US,40,107,21,0.39,0,28.48,3,1
U2509,China,42,550,5,0.42,6,143.82,3,0
U2510,India,25,346,20,0.7,12,122.05,9,1
U2511,China,39,69,13,0.46,0,103.52,8,1
U2512,China,21,333,21,0.82,5,85.35,1,1
U2513,Brazil,57,440,20,0.9,12,120.9,2,0
U2514,Germany,20,388,6,0.35,10,79.27,3,0
U2515,Germany,46,538,20,0.55,9,52.0,2,1
U2516,India,58,74,18,0.14,10,32.45,3,0
U2517,India,46,575,2,0.23,9,100.66,8,1
U2518,Germany,51,250,6,0.42,7,140.12,6,0
U2519,Brazil,51,227,9,0.24,6,31.51,7,1
U2520,Germany,45,580,3,0.84,3,35.2,6,1
U2521,Brazil,30,196,1,0.19,0,70.7,1,1
U2522,India,32,213,1,0.46,0,122.97,3,0
U2523,US,40,447,19,0.6,3,51.15,1,1
U2524,India,43,268,5,0.67,4,45.55,9,1
U2525,India,21,331,13,0.39,11,96.8,9,1
U2526,China,43,202,19,0.83,6,84.99,5,0
U2527,China,57,128,12,0.56,13,18.43,4,1
U2528,China,26,306,16,0.45,3,21.41,9,0
U2529,China,22,320,19,0.11,9,100.02,9,0
U2530,Brazil,49,138,3,0.47,13,75.12,3,0
U2531,Germany,37,584,12,0.79,11,145.94,5,0
U2532,US,28,389,5,0.6,0,104.99,3,1
U2533,India,32,248,2,0.8,10,11.41,2,0
U2534,Brazil,49,154,22,0.49,9,77.34,1,0
U2535,US,45,67,7,0.16,6,68.02,2,1
U2536,Brazil,39,126,13,0.06,1,24.94,8,0
U2537,Brazil,58,555,15,0.32,12,139.25,8,1
U2538,India,34,250,22,0.68,10,122.7,3,0
U2539,Germany,43,425,3,0.76,1,42.21,7,0
U2540,China,24,580,21,0.32,7,45.84,7,0
U2541,Germany,59,176,20,0.5,11,14.48,2,1
U2542,India,43,326,5,0.43,9,51.54,9,0
U2543,India,42,544,24,0.42,9,91.85,3,1
U2544,India,27,568,8,0.26,9,68.92,2,0
U2545,US,36,357,22,0.17,4,145.7,3,0
